id,variant,query
109,keyboard,A boack man singing
109,lower,a black man singing
109,n+adj_only,"black man"
109,n_only,"man"
109,punctuation,"A black man singing."
109,remove,A back man singing
109,remove,A black man inging
109,remove,A black man singng
109,remove,A black ma singing
109,remove,A blck man singing
109,repeat,A black mann singing
109,repeat,A black man singging
109,repeat,A black man singiing
109,repeat,A black man sinnging
109,repeat,A bllack man singing
109,rephrase,"A Black gentleman is producing musical sounds with his voice"
109,rephrase,"A Black male is performing a vocal piece"
109,rephrase,"A Black male is producing vocal music"
109,rephrase,"A Black man is making music with his voice"
109,rephrase,"A Black man is performing music using his voice"
109,rephrase,"A Black man vocalizes a song"
109,rephrase,"A Black person is emitting melodic vocalizations"
109,rephrase,"A dark-skinned male is producing song"
109,rephrase,"A dark-skinned man is vocalizing a melody"
109,rephrase,"A man of color is performing a song"
109,shuffle_keywords,"black man singing"
109,shuffle_n+adj,"black man"
109,shuffle_nouns,"man"
109,swap,A balck man singing
109,swap,A black man signing
109,swap,A black man singign
109,swap,A blac kman singing
109,swap,Ab lack man singing
109,synonyms,"A colored man singing"
109,synonyms,"A dark-skinned man singing"
109,synonyms,"A dusky man singing"
109,synonyms,"A ebony man singing"
109,synonyms,"A swarthy man singing"
109,upper,A BLACK MAN SINGING
110,base,A man and a woman hugging each other
110,content_only,"man woman hugging"
110,keyboard,A man and a woman hugbing each other
110,keyboard,A man and a woman huggung each other
110,keyboard,A man and s woman hugging each other
110,keyboard,A man and x woman hugging each other
110,keyboard,A mzn and a woman hugging each other
110,lower,a man and a woman hugging each other
110,n+adj_only,"man woman other"
110,n_only,"man woman"
110,punctuation,"A man and a woman hugging each other."
110,remove,A an and a woman hugging each other
110,remove,A man and a woman hugging eac other
110,remove,A man and a woman huging each other
110,remove,A mn and a woman hugging each other
110,remove, man and a woman hugging each other
110,repeat,A man aand a woman hugging each other
110,repeat,A man and a woman hugging eacch other
110,repeat,A man  and a woman hugging each other
110,repeat,A man and a woman hugging each otherr
110,repeat,A man and a woman huugging each other
110,rephrase,"A couple is holding each other tightly"
110,rephrase,"A man and a woman are embracing"
110,rephrase,"The man and woman are entwined in a tender embrace"
110,rephrase,"The man and woman are in a close, affectionate grip"
110,rephrase,"The man and woman are in a loving embrace"
110,rephrase,"The man and woman are intertwined in a close hold"
110,rephrase,"The man and woman are locked in an affectionate embrace"
110,rephrase,"The man and woman are sharing an affectionate physical connection"
110,rephrase,"The pair are holding one another closely"
110,rephrase,"Two people, a man and a woman, are holding one another"
110,shuffle_keywords,"man woman hugging"
110,shuffle_n+adj,"man woman other"
110,shuffle_nouns,"man woman"
110,swap,A man and a wmoan hugging each other
110,swap,A man and a woman huggin geach other
110,swap,Am an and a woman hugging each other
110,swap,A man and a woman hugigng each other
110,swap,A man nad a woman hugging each other
110,synonyms,"A chap and a female embracing one another"
110,synonyms,"A fellow and a dame clinging to each other"
110,synonyms,"A fellow and a female embracing one another"
110,synonyms,"A gentleman and a lady embracing one another"
110,synonyms,"A person and a lady embracing each other"
110,upper,A MAN AND A WOMAN HUGGING EACH OTHER
111,base,A man and a woman dancing together indoors
111,content_only,"man woman dancing indoors"
111,keyboard,A man and a eoman dancing together indoors
111,keyboard,A man and a woman dancing togethdr indoors
111,keyboard,A man and a woman dancing together infoors
111,keyboard,A mxn and a woman dancing together indoors
111,keyboard,A mzn and a woman dancing together indoors
111,lower,a man and a woman dancing together indoors
111,n+adj_only,"man woman indoors"
111,n_only,"man woman indoors"
111,punctuation,"A man and a woman dancing together indoors."
111,remove,A ma and a woman dancing together indoors
111,remove,A man and a woman dancing toether indoors
111,remove,A man and a woman dancing together indors
111,remove,A man and a woman daning together indoors
111,remove,A mn and a woman dancing together indoors
111,repeat,A maan and a woman dancing together indoors
111,repeat,A man and aa woman dancing together indoors
111,repeat,A man and a woman danciing together indoors
111,repeat,A man  and a woman dancing together indoors
111,repeat,A man and a woman dancing ttogether indoors
111,rephrase,"A couple dances inside a building"
111,rephrase,"A man and a woman are dancing in an indoor location"
111,rephrase,"An indoor environment showcases a man and woman in a dancing embrace"
111,rephrase,"An indoor scene depicts a couple dancing"
111,rephrase,"An indoor setting features a male and female pair engaged in dancing"
111,rephrase,"A pair, one male and one female, are dancing within an enclosed space"
111,rephrase,"A romantic indoor scene portrays a man and woman sharing a dance"
111,rephrase,"Inside a building, a man and a woman are dancing"
111,rephrase,"Two individuals, a man and a woman, are performing a dance in an indoor setting"
111,rephrase,"Within an interior, a man and a woman perform a dance"
111,shuffle_keywords,"man woman dancing indoors"
111,shuffle_n+adj,"man woman indoors"
111,shuffle_nouns,"man woman indoors"
111,swap,A amn and a woman dancing together indoors
111,swap,A ma nand a woman dancing together indoors
111,swap,A mana nd a woman dancing together indoors
111,swap,A man and a woman dancing together inodors
111,swap,A man and a woman dancing together nidoors
111,synonyms,"A fellow and a dame cavorting together inside"
111,synonyms,"A fellow and a dame frolicking together indoors"
111,synonyms,"A fellow and a female waltzing together inside"
111,synonyms,"A gentleman and a lady twirling together within"
111,synonyms,"A male and a female moving rhythmically together inside"
111,upper,A MAN AND A WOMAN DANCING TOGETHER INDOORS
112,base,A person running in the woods
112,content_only,"person running woods"
112,keyboard,A pdrson running in the woods
112,keyboard,A person running ib the woods
112,keyboard,A person running in tge woods
112,keyboard,A perspn running in the woods
112,keyboard,A perzon running in the woods
112,lower,a person running in the woods
112,n+adj_only,"person woods"
112,n_only,"person woods"
112,punctuation,"A person running in the woods."
112,remove,A peron running in the woods
112,remove,A person runing in the woods
112,remove,A person runningin the woods
112,remove,A perso running in the woods
112,remove, person running in the woods
112,repeat,A person runniing in the woods
112,repeat,A  person running in the woods
112,repeat,A person running in tthe woods
112,repeat,A person runnning in the woods
112,repeat,A persson running in the woods
112,rephrase,"A figure is moving at speed through the trees"
112,rephrase,"A lone individual is making swift progress through the trees"
112,rephrase,"A man or woman is in the woods, moving quickly"
112,rephrase,"An individual is rapidly moving through a forest"
112,rephrase,"An individual sprinting amidst the forest"
112,rephrase,"A pedestrian exercising among the woodland vegetation"
112,rephrase,"A solitary individual is traversing the wooded terrain at a brisk pace"
112,rephrase,"Someone is quickly moving on foot through the wooded area"
112,rephrase,"Someone jogging through the trees"
112,rephrase,"The woods are being navigated by someone on foot at a fast pace"
112,shuffle_keywords,"person running woods"
112,shuffle_n+adj,"person woods"
112,shuffle_nouns,"person woods"
112,swap,A person running in the wodos
112,swap,A personr unning in the woods
112,swap,Ap erson running in the woods
112,swap,A person runnnig in the woods
112,swap,A pesron running in the woods
112,synonyms,"A fellow striding in the woods"
112,synonyms,"An individual jogging in the woods"
112,synonyms,"A pedestrian ambulating in the woods"
112,synonyms,"A person sprinting in the woods"
112,synonyms,"A traveler trotting through the forest"
112,upper,A PERSON RUNNING IN THE WOODS
113,base,A group of people walking on the beach
113,content_only,"group people walking beach"
113,keyboard,A group of people walkimg on the beach
113,keyboard,A group of people walking on thr beach
113,keyboard,A group of people walking on tje beach
113,keyboard,A group of people waloing on the beach
113,keyboard,X group of people walking on the beach
113,lower,a group of people walking on the beach
113,n+adj_only,"group people beach"
113,n_only,"group people beach"
113,punctuation,"A group of people walking on the beach."
113,remove,A grou of people walking on the beach
113,remove,A group of peope walking on the beach
113,remove,A group of peoplewalking on the beach
113,remove,A group of people walkin on the beach
113,remove,A group of peopl walking on the beach
113,repeat,A group of peoplee walking on the beach
113,repeat,A group of people walking on the beaach
113,repeat,A group of  people walking on the beach
113,repeat,A group of people walking  on the beach
113,repeat,A group of people walking on the  beach
113,rephrase,"A beachside gathering strolled along the shore"
113,rephrase,"A collection of folks ambled beside the ocean waves"
113,rephrase,"A collection of people enjoyed a walk along the sandy expanse of the beach"
113,rephrase,"A contingent of people ambled along the shoreline"
113,rephrase,"A number of individuals ambled beside the ocean waves"
113,rephrase,"A number of individuals traversed the beach"
113,rephrase,"A party of people strolled on the sand near the water"
113,rephrase,"Beachgoers ambled down the sandy coastline"
113,rephrase,"Individuals meandered along the seaside"
113,rephrase,"The sandy shore was dotted with a strolling party"
113,shuffle_keywords,"group people walking beach"
113,shuffle_n+adj,"group people beach"
113,shuffle_nouns,"group people beach"
113,swap,A group fo people walking on the beach
113,swap,A group of people walking on th ebeach
113,swap,A group of peoplew alking on the beach
113,swap,A group of people walking on the ebach
113,swap,A rgoup of people walking on the beach
113,synonyms,"A band of folks ambulating on the sand"
113,synonyms,"A collection of individuals strolling on the shore"
113,synonyms,"A gathering of persons traversing the seaside"
113,synonyms,"A party of companions meandering on the shoreline"
113,synonyms,"A throng of individuals sauntering on the coast"
113,upper,A GROUP OF PEOPLE WALKING ON THE BEACH
114,base,A woman and a little boy both visible during daytime
114,content_only,"woman little boy visible daytime"
114,keyboard,A woman and a lirtle boy both visible during daytime
114,keyboard,A woman and a little boy both visible during dattime
114,keyboard,A woman and a little boy both visible during xaytime
114,keyboard,A woman and a little boy both visibls during daytime
114,keyboard,A woman and a little boy voth visible during daytime
114,lower,a woman and a little boy both visible during daytime
114,n+adj_only,"woman little boy visible daytime"
114,n_only,"woman boy daytime"
114,punctuation,"A woman and a little boy both visible during daytime."
114,remove,A wman and a little boy both visible during daytime
114,remove,A woman ad a little boy both visible during daytime
114,remove,A woman and a little oy both visible during daytime
114,remove,A woman and  little boy both visible during daytime
114,remove, woman and a little boy both visible during daytime
114,repeat,A woman and a little boy both visibble during daytime
114,repeat,A woman and a little boy both visible duriing daytime
114,repeat,A woman and a little  boy both visible during daytime
114,repeat,A woman and a little boy both visible duringg daytime
114,repeat,A woman and a little boy both visiblee during daytime
114,rephrase,"A female and a juvenile male were both discernible in the light of day"
114,rephrase,"At noon, both a woman and a young boy were clearly apparent"
114,rephrase,"A woman and a small boy were both in view when it was light"
114,rephrase,"A woman and a small child were both evident in the daylight"
114,rephrase,"Both a woman and a small boy were visible while it was light outside"
114,rephrase,"Both a woman and a young boy were apparent when it was light outside"
114,rephrase,"During daylight, both a woman and a young boy could be seen"
114,rephrase,"During the day, a woman and a young boy were both apparent"
114,rephrase,"In the daytime, a woman and a young boy were both observable"
114,rephrase,"The daylight revealed both a woman and a young boy"
114,shuffle_keywords,"woman little boy visible daytime"
114,shuffle_n+adj,"woman little boy visible daytime"
114,shuffle_nouns,"woman boy daytime"
114,swap,A woman adn a little boy both visible during daytime
114,swap,A woman and a little boy both visible during daytiem
114,swap,A woman an da little boy both visible during daytime
114,swap,A woman and a little bo yboth visible during daytime
114,swap,A woman and a little boy both visible during dyatime
114,synonyms,"A female and a small child both apparent during daytime"
114,synonyms,"A female and a young lad both apparent during daylight"
114,synonyms,"A female and a young lad both observable throughout daylight"
114,synonyms,"A lady and a small child both apparent during daylight"
114,synonyms,"A woman and a little boy both present during the day"
114,upper,A WOMAN AND A LITTLE BOY BOTH VISIBLE DURING DAYTIME
115,base,A bald man
115,content_only,"bald man"
115,keyboard,A bald kan
115,keyboard,A bald nan
115,keyboard,A baod man
115,keyboard,A gald man
115,keyboard,A hald man
115,lower,a bald man
115,n+adj_only,"bald man"
115,n_only,"man"
115,punctuation,"A bald man."
115,remove,A bad man
115,remove,A bald ma
115,remove,A baldman
115,remove,A bald mn
115,remove, bald man
115,repeat,AA bald man
115,repeat,A baald man
115,repeat,A  bald man
115,repeat,A bald  man
115,repeat,A balld man
115,rephrase,"A man with no hair"
115,rephrase,"His head is conspicuously lacking in hair"
115,rephrase,"His head is devoid of hair"
115,rephrase,"His head is entirely free of hair"
115,rephrase,"The man has lost all his hair"
115,rephrase,"The man is bald"
115,rephrase,"The man possesses a hairless head"
115,rephrase,"The man's head exhibits a complete absence of hair"
115,rephrase,"The man's head is smooth and shiny from a lack of hair"
115,rephrase,"The man's scalp is bare"
115,shuffle_keywords,"bald man"
115,shuffle_n+adj,"bald man"
115,shuffle_nouns,"man"
115,swap,A badl man
115,swap,A bald amn
115,swap, Abald man
115,swap,A baldm an
115,swap,Ab ald man
115,synonyms,"A glabrous man"
115,synonyms,"A hairless gentleman"
115,synonyms,"An unadorned man"
115,synonyms,"A smooth-headed fellow"
115,synonyms,"A tonsured gentleman"
115,upper,A BALD MAN
116,base,A man and a baby both visible
116,content_only,"man baby visible"
116,keyboard,A man and a baby both cisible
116,keyboard,A man and a baby both viaible
116,keyboard,A man and a baby both vidible
116,keyboard,A man and a bagy both visible
116,keyboard,A man snd a baby both visible
116,lower,a man and a baby both visible
116,n+adj_only,"man baby visible"
116,n_only,"man baby"
116,punctuation,"A man and a baby both visible."
116,remove,A an and a baby both visible
116,remove,A man and a bab both visible
116,remove,A man and a baby both isible
116,remove,A man and a baby oth visible
116,remove,A man nd a baby both visible
116,repeat,A man and a  baby both visible
116,repeat,A man and a baby both vvisible
116,repeat,A man and a baby botth visible
116,repeat,A man and a babyy both visible
116,repeat,A man andd a baby both visible
116,rephrase,"A male figure and a young child are both discernible"
116,rephrase,"A male individual and an infant are present in the scene"
116,rephrase,"A man and a baby are both apparent"
116,rephrase,"A man and a baby are both depicted"
116,rephrase,"A man and a baby are both in view"
116,rephrase,"A man and a baby are present together"
116,rephrase,"A man and an infant are both observable"
116,rephrase,"Both a man and a baby can be seen"
116,rephrase,"The image depicts both a man and a baby"
116,rephrase,"The scene contains both a man and a baby"
116,shuffle_keywords,"man baby visible"
116,shuffle_n+adj,"man baby visible"
116,shuffle_nouns,"man baby"
116,swap,A man and a abby both visible
116,swap,A man and a baby both visbile
116,swap,A man and  ababy both visible
116,swap,A man and a babyb oth visible
116,swap,A mna and a baby both visible
116,synonyms,"A fellow and an infant both apparent"
116,synonyms,"A gentleman and an infant both apparent"
116,synonyms,"A male and a baby both evident"
116,synonyms,"A male and an infant both noticeable"
116,synonyms,"A person and an infant both visible"
116,upper,A MAN AND A BABY BOTH VISIBLE
117,base,A shirtless man standing up or walking outdoors
117,content_only,"shirtless man standing walking"
117,keyboard,A shirtless man atanding up or walking outdoors
117,keyboard,A shirtless man standing up or walking iutdoors
117,keyboard,A shirtless man standing up or walking putdoors
117,keyboard,A shirtless man standing up or walkint outdoors
117,keyboard,A shirtless man standint up or walking outdoors
117,lower,a shirtless man standing up or walking outdoors
117,n+adj_only,"shirtless man"
117,n_only,"shirtless man"
117,punctuation,"A shirtless man standing up or walking outdoors."
117,remove,A shirtless man stading up or walking outdoors
117,remove,A shirtless man standing up or walking otdoors
117,remove,A shirtless manstanding up or walking outdoors
117,remove,A shirtless man standing up or walking outdoos
117,remove,A shirtless ma standing up or walking outdoors
117,repeat,A shirtless man sstanding up or walking outdoors
117,repeat,A shirtless man standding up or walking outdoors
117,repeat,A shirtless man standiing up or walking outdoors
117,repeat,A shirtless man standing upp or walking outdoors
117,repeat,A shirtless man sttanding up or walking outdoors
117,rephrase,"A man is standing or walking outside without a shirt on"
117,rephrase,"An exposed male is either erect or in motion in an external setting"
117,rephrase,"An exposed male is upright or moving about in an outdoor environment"
117,rephrase,"An individual, sans shirt, is either upright or in motion outside"
117,rephrase,"An individual without a shirt is in an upright or moving posture in an external location"
117,rephrase,"An individual without a shirt is observed standing or walking in an outdoor area"
117,rephrase,"An individual without a shirt is standing or walking outside"
117,rephrase,"An individual without upper body clothing is present and mobile in an open-air space"
117,rephrase,"An unclad male is either erect or in motion in an external setting"
117,rephrase,"An unclothed male is positioned vertically or ambulating in an open-air setting"
117,shuffle_keywords,"shirtless man standing walking"
117,shuffle_n+adj,"shirtless man"
117,shuffle_nouns,"shirtless man"
117,swap,A shirtles sman standing up or walking outdoors
117,swap,A shirtless man standing up o rwalking outdoors
117,swap,A shirtless man standing up or walknig outdoors
117,swap,A shirtless man stanidng up or walking outdoors
117,swap,A shirtless man tsanding up or walking outdoors
117,synonyms,"A bare-bodied man standing up or walking outdoors"
117,synonyms,"A bare-chested fellow standing up or walking outdoors"
117,synonyms,"A nude fellow standing up or walking outdoors"
117,synonyms,"An unclad gentleman standing up or walking outdoors"
117,synonyms,"A topless individual standing up or walking outdoors"
117,upper,A SHIRTLESS MAN STANDING UP OR WALKING OUTDOORS
118,base,One or more birds in a tree
118,content_only,"birds tree"
118,keyboard,One of more birds in a tree
118,keyboard,One or more birdd in a tree
118,keyboard,One or more burds in a tree
118,keyboard,One or mors birds in a tree
118,keyboard,One pr more birds in a tree
118,lower,one or more birds in a tree
118,n+adj_only,"more birds tree"
118,n_only,"birds tree"
118,punctuation,"One or more birds in a tree."
118,remove,One or mor birds in a tree
118,remove,One or more birds in a tre
118,remove,One or more birs in a tree
118,remove,One or more brds in a tree
118,remove,One or more irds in a tree
118,repeat,One or moore birds in a tree
118,repeat,One or more birds  in a tree
118,repeat,One or more birrds in a tree
118,repeat,One or moree birds in a tree
118,repeat,Onne or more birds in a tree
118,rephrase,"At least one bird is present in a tree"
118,rephrase,"A tree contains a bird or several birds"
118,rephrase,"A tree contains some birds"
118,rephrase,"A tree harbors a bird or multiple birds"
118,rephrase,"A tree has one or more birds in it"
118,rephrase,"A tree houses a bird or birds"
118,rephrase,"A tree is home to at least one bird"
118,rephrase,"A tree is occupied by one or more birds"
118,rephrase,"A tree shelters one or more avian creatures"
118,rephrase,"There is at least one bird situated in a tree"
118,shuffle_keywords,"birds tree"
118,shuffle_n+adj,"more birds tree"
118,shuffle_nouns,"birds tree"
118,swap,One or moer birds in a tree
118,swap,One or more bidrs in a tree
118,swap,One or more birds in at ree
118,swap,One or moreb irds in a tree
118,swap,One or mroe birds in a tree
118,synonyms,"A few feathered creatures nestled in an oak"
118,synonyms,"A multitude of birds situated in a tree"
118,synonyms,"A number of avians within an arboreal"
118,synonyms,"Several fowl perched in a woody plant"
118,synonyms,"Some birds in a tree"
118,upper,ONE OR MORE BIRDS IN A TREE
119,base,Inside views of a small airplane flying
119,content_only,"Inside views small airplane flying"
119,keyboard,Ijside views of a small airplane flying
119,keyboard,Insidd views of a small airplane flying
119,keyboard,Inside views of a small airplane flyjng
119,keyboard,Inside views of a small airplane fpying
119,keyboard,Knside views of a small airplane flying
119,lower,inside views of a small airplane flying
119,n+adj_only,"Inside views small airplane"
119,n_only,"views airplane"
119,punctuation,"Inside views of a small airplane flying."
119,remove,Inside views o a small airplane flying
119,remove,Inside views of a smal airplane flying
119,remove,Inside views of a small airplaneflying
119,remove,Inside views of a small arplane flying
119,remove,Inside views of  small airplane flying
119,repeat,Inside views of a small airplaane flying
119,repeat,Inside views of a small airplane flyiing
119,repeat,Inside views of a small airplane flyying
119,repeat,Inside vviews of a small airplane flying
119,repeat,Insside views of a small airplane flying
119,rephrase,"A small aircraft's interior during its flight is shown"
119,rephrase,"Looking out from within a petite aircraft mid-flight"
119,rephrase,"The cabin of a small aircraft in motion can be seen"
119,rephrase,"The inside perspective of a tiny aircraft traversing the air is depicted"
119,rephrase,"The interior of a compact aircraft soaring through the sky is on display"
119,rephrase,"The interior of a small airplane in flight is visible"
119,rephrase,"The passenger area of a modest airplane in flight is presented"
119,rephrase,"The passenger compartment of a diminutive aircraft airborne is on display"
119,rephrase,"The viewpoint is from within a tiny aircraft during its flight"
119,rephrase,"We are shown the inside of a tiny plane as it flies"
119,shuffle_keywords,"Inside views small airplane flying"
119,shuffle_n+adj,"Inside views small airplane"
119,shuffle_nouns,"views airplane"
119,swap,Inside ivews of a small airplane flying
119,swap,Inside veiws of a small airplane flying
119,swap,Inside views of a msall airplane flying
119,swap,Inside views of a smal lairplane flying
119,swap,Isnide views of a small airplane flying
119,synonyms,"Cabin sights of a little airplane cruising"
119,synonyms,"Exterior views of a small airplane flying"
119,synonyms,"Inside perspectives of a small aircraft flying"
119,synonyms,"Interior perspectives of a little aircraft soaring"
119,synonyms,"Internal perspectives of a tiny aircraft traveling"
119,upper,INSIDE VIEWS OF A SMALL AIRPLANE FLYING
120,base,A red hat or cap
120,content_only,"red hat cap"
120,keyboard,A red hat lr cap
120,keyboard,A red hat or cwp
120,keyboard,A red hat or fap
120,keyboard,A rrd hat or cap
120,keyboard,W red hat or cap
120,lower,a red hat or cap
120,n+adj_only,"red hat cap"
120,n_only,"hat cap"
120,punctuation,"A red hat or cap."
120,remove,A red hat or ap
120,remove,A red hat orcap
120,remove,A redhat or cap
120,remove,Ared hat or cap
120,remove,A red ht or cap
120,repeat,A redd hat or cap
120,repeat,A red hat or caap
120,repeat,A red  hat or cap
120,repeat,A reed hat or cap
120,repeat,A rred hat or cap
120,rephrase,"A crimson cap or hat"
120,rephrase,"A crimson headwear"
120,rephrase,"A head covering that is red"
120,rephrase,"A piece of apparel for the head, colored red"
120,rephrase,"A red chapeau or bonnet"
120,rephrase,"A red covering for the head"
120,rephrase,"A red covering for your head"
120,rephrase,"A red head covering"
120,rephrase,"A red item of headwear"
120,rephrase,"A scarlet cap or hat"
120,shuffle_keywords,"red hat cap"
120,shuffle_n+adj,"red hat cap"
120,shuffle_nouns,"hat cap"
120,swap,A red aht or cap
120,swap, Ared hat or cap
120,swap,A red hat orc ap
120,swap,A red hato r cap
120,swap,A redh at or cap
120,synonyms,"A cerise hat or cap"
120,synonyms,"A crimson beanie or cap"
120,synonyms,"A ruby hat or cap"
120,synonyms,"A scarlet hat or cap"
120,synonyms,"A vermilion hat or cap"
120,upper,A RED HAT OR CAP
121,base,An aerial view of buildings near water in the daytime
121,content_only,"aerial view buildings water daytime"
121,keyboard,An aerial view oc buildings near water in the daytime
121,keyboard,An aerial view of buildings near water in the daytims
121,keyboard,An aerial view of buildings near water in the dwytime
121,keyboard,An aerial view of bukldings near water in the daytime
121,keyboard,An arrial view of buildings near water in the daytime
121,lower,an aerial view of buildings near water in the daytime
121,n+adj_only,"aerial view buildings water daytime"
121,n_only,"view buildings water daytime"
121,punctuation,"An aerial view of buildings near water in the daytime."
121,remove,An aerial view f buildings near water in the daytime
121,remove,An aerial view of buildings nar water in the daytime
121,remove,An aerial view of buildings near water in thedaytime
121,remove,An aerial view of buildings near water i the daytime
121,remove,An aerial view of buildings near water n the daytime
121,repeat,An aerial view of buildiings near water in the daytime
121,repeat,An aerial  view of buildings near water in the daytime
121,repeat,An aerial view  of buildings near water in the daytime
121,repeat,An aerial view of buildings near water in the daytimee
121,repeat,An aerial view oof buildings near water in the daytime
121,rephrase,"Buildings are visible from the sky during the day, located by the water"
121,rephrase,"Daytime, high-altitude footage reveals edifices by the water"
121,rephrase,"During daylight, an elevated perspective reveals edifices adjacent to a body of water"
121,rephrase,"During the day, buildings are seen from above situated adjacent to water"
121,rephrase,"From a bird's-eye perspective in daylight, structures can be observed situated close to the water"
121,rephrase,"From above, structures by the water are evident during daylight hours"
121,rephrase,"From a high vantage point under the sun, structures stand by the water"
121,rephrase,"Looking down from the sky in daylight, you can see buildings situated near the water"
121,rephrase,"Seen from above during daylight, buildings are visible by the water"
121,rephrase,"The daytime scene, captured from overhead, showcases buildings positioned alongside a body of water"
121,shuffle_keywords,"aerial view buildings water daytime"
121,shuffle_n+adj,"aerial view buildings water daytime"
121,shuffle_nouns,"view buildings water daytime"
121,swap,An aerial view fo buildings near water in the daytime
121,swap,An aerial view of buildings near water in teh daytime
121,swap,An aerial view of buildings near water i nthe daytime
121,swap,An aerial view of buildings near wateri n the daytime
121,swap,An aerial view of buildnigs near water in the daytime
121,synonyms,"A bird's-eye view of structures adjacent to water in the daytime"
121,synonyms,"A lofty perspective of edifices beside water in daylight"
121,synonyms,"An airborne perspective of structures by water during the day"
121,synonyms,"An overhead survey of constructions beside water during daylight hours"
121,synonyms,"A skyward outlook of structures by water during the daytime"
121,upper,AN AERIAL VIEW OF BUILDINGS NEAR WATER IN THE DAYTIME
122,base,A person paddling kayak in the water
122,content_only,"person paddling kayak water"
122,keyboard,A persoh paddling kayak in the water
122,keyboard,A person oaddling kayak in the water
122,keyboard,A person paddling kayak in the warer
122,keyboard,A person padfling kayak in the water
122,keyboard,A person paxdling kayak in the water
122,lower,a person paddling kayak in the water
122,n+adj_only,"person kayak water"
122,n_only,"person kayak water"
122,punctuation,"A person paddling kayak in the water."
122,remove,A person paddling kayak in the wate
122,remove,A person paddling kayak i the water
122,remove,A person paddling kayk in the water
122,remove,A peson paddling kayak in the water
122,remove, person paddling kayak in the water
122,repeat,A person paaddling kayak in the water
122,repeat,A person paddlingg kayak in the water
122,repeat,A person paddling kayak in the watter
122,repeat,A person paddling kayak in tthe water
122,repeat,A person paddling kayakk in the water
122,rephrase,"A kayaker is moving a boat through the water"
122,rephrase,"A kayaker is paddling on the water"
122,rephrase,"A lone individual is propelling a kayak across the water"
122,rephrase,"An individual is gliding across the water in a kayak"
122,rephrase,"An individual is maneuvering a kayak across the water's surface"
122,rephrase,"An individual is navigating the water by kayak"
122,rephrase,"A person is using a paddle to move their kayak across the water"
122,rephrase,"Someone is propelling a kayak through the water"
122,rephrase,"The water is being navigated by an individual in a kayak"
122,rephrase,"The water is being traversed by someone in a kayak"
122,shuffle_keywords,"person paddling kayak water"
122,shuffle_n+adj,"person kayak water"
122,shuffle_nouns,"person kayak water"
122,swap,A person paddlign kayak in the water
122,swap,A person paddlin gkayak in the water
122,swap,A person paddlingk ayak in the water
122,swap,A person paddling kayak in the watre
122,swap,A person paddlnig kayak in the water
122,synonyms,"A chap drifting kayak on the water"
122,synonyms,"A fellow rowing a canoe on the lake"
122,synonyms,"An individual steering a kayak on the water"
122,synonyms,"A soul navigating a kayak in the water"
122,synonyms,"A traveler propelling a kayak in the water"
122,upper,A PERSON PADDLING KAYAK IN THE WATER
123,base,People dancing or singing while wearing costumes outdoors
123,content_only,"People dancing singing wearing costumes"
123,keyboard,People dahcing or singing while wearing costumes outdoors
123,keyboard,People dancinb or singing while wearing costumes outdoors
123,keyboard,People dancing or singing while wearing costumes outroors
123,keyboard,People dancint or singing while wearing costumes outdoors
123,keyboard,People dxncing or singing while wearing costumes outdoors
123,lower,people dancing or singing while wearing costumes outdoors
123,n+adj_only,"People singing costumes"
123,n_only,"People singing costumes"
123,punctuation,"People dancing or singing while wearing costumes outdoors."
123,remove,Peopl dancing or singing while wearing costumes outdoors
123,remove,People ancing or singing while wearing costumes outdoors
123,remove,People dacing or singing while wearing costumes outdoors
123,remove,People dancing or siging while wearing costumes outdoors
123,remove,People dancing or singing while wearing costumes outdoor
123,repeat,People dancing or singing while weariing costumes outdoors
123,repeat,People dancing or singing while wearing cosstumes outdoors
123,repeat,People dancing or singing while wearing costumees outdoors
123,repeat,People  dancing or singing while wearing costumes outdoors
123,repeat,People danncing or singing while wearing costumes outdoors
123,rephrase,"Costumed individuals are publicly performing songs and dances in an open-air environment"
123,rephrase,"Costumed individuals are publicly singing and dancing in an outdoor setting"
123,rephrase,"Costumed individuals performing songs and dances in an open-air setting"
123,rephrase,"Costumed individuals publicly express themselves through song and dance in an outdoor environment"
123,rephrase,"Costumed participants are publicly enjoying music and movement in an outdoor space"
123,rephrase,"Individuals in costume are publicly entertaining with song and dance"
123,rephrase,"Individuals in costume are publicly singing and dancing outside"
123,rephrase,"Outdoor performers, adorned in costumes, engage in song and dance"
123,rephrase,"People in disguise are actively entertaining with music and movement outside"
123,rephrase,"Revelers in costume are enjoying song and dance in the open air"
123,shuffle_keywords,"People dancing singing wearing costumes"
123,shuffle_n+adj,"People singing costumes"
123,shuffle_nouns,"People singing costumes"
123,swap,People dancign or singing while wearing costumes outdoors
123,swap,People dancing o rsinging while wearing costumes outdoors
123,swap,People dancing or singin gwhile wearing costumes outdoors
123,swap,People dancing or singing while wearing costumes uotdoors
123,swap,People dancing or singing while wearing cotsumes outdoors
123,synonyms,"Citizens celebrating or performing vocally while clad in outfits in an open-air location"
123,synonyms,"Citizens reveling or vocalizing while adorned in costumes in an open-air location"
123,synonyms,"Folks reveling or crooning while adorned in garments outside"
123,synonyms,"Individuals performing or vocalizing while attired in costumes in an outdoor setting"
123,synonyms,"Individuals reveling or crooning while adorned in costumes in an outdoor setting"
123,upper,PEOPLE DANCING OR SINGING WHILE WEARING COSTUMES OUTDOORS
